app_id,start_date,month,pre_post_july_2024,title,institution,website_url,HIGH_SENSITIVITY,LOWER_SENSITIVITY_COMPARISON,LOW_STRICT,hs_wes_wgs_sequence,hs_s3_direct,hs_s3_text,hs_o2_field,hs_restricted_field,linked_field_count,linked_s3_field_count,linked_s3_field_count_timing_conservative,linked_o2_field_count,linked_restricted_field_count,field_debut_after_project_start,field_debut_after_project_start_ids,control_layer,control_evidence_type,control_matched_term,control_inferred_product,previous_classification,previous_confidence,legacy_route_modalities,already_rap_modalities,hs_sequence_product_term,hs_sequence_product_source,hs_sequence_product_excerpt,hs_s3_text_term,hs_s3_text_source,hs_s3_text_source_field_ids,hs_s3_text_source_field_titles,hs_s3_text_family,hs_s3_text_excerpt,evidence_source,evidence_detail,classification_reason
343478,2025-07-29,2025-07,post_july_2024,Biological correlates of brain aging in healthy adults and adults at risk for Alzheimer's disease and related dementias,George Mason Research Foundation,https://www.ukbiobank.ac.uk/projects/biological-correlates-of-brain-aging-in-healthy-adults-and-adults-at-risk-for-alzheimers-disease-and-related-dementias/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,brain imaging,schema27_notes,20215; 20216; 20217; 20218; 20219; 20220; 20221; 20225; 20227; 20249; 20250; 20251; 20252; 20253; 20266; 26300; 31219; 31220; 31221; 31222; 31223; 31224; 31225; 31226; 31227; 31228; 31229; 31230; 31231; 31232; 31233; 31234; 31235; 31236; 31237; 31238; 31239; 31240; 31241; 31242; 31243; 31244; 1020215; 1020216; 1020217; 1020218; 1020219; 1020220; 1020221; 1020225; 1020227; 1020249; 1020250; 1020251; 1020252; 1020253; 1020266; 1026300; 2020215; 2020216; 2020217; 2020218; 2020219; 2020220; 2020221; 2020225; 2020227; 2020249; 2020250; 2020251; 2020252; 2020253; 2020266; 2026300,Scout images for brain scans - DICOM; T1 structural brain images - DICOM; Functional brain images - task - DICOM; Multiband diffusion brain images - DICOM; Susceptibility weighted brain images - DICOM; T2 FLAIR structural brain images - DICOM; T2/PD brain images - DICOM; Functional brain images - resting - DICOM; Functional brain images - resting - NIFTI; Functional brain images - task - NIFTI; Multiband diffusion brain images - NIFTI; Susceptibility weighted brain images - NIFTI; ... +62 more,Brain MRI/imaging,"...ct people with Alzheimer's disease and other dementias; and 2) look at different kinds of brain imaging to uncover which people have normally aging brains vs. abnormally aging brains. For scientific rationale, Alzheimer's disease and related dementias affect hundre...",S3-derived application text,schema27_notes term=brain imaging field_family=Brain MRI/imaging,application text matched high-precision term derived from the 199 s3 Schema 1 fields
344766,2025-01-09,2025-01,post_july_2024,Improving detection and diagnosis of dementia related cortical visual impairment ('3Dem'),University College London,https://www.ukbiobank.ac.uk/projects/improving-detection-and-diagnosis-of-dementia-related-cortical-visual-impairment-3dem/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
345426,2024-10-04,2024-10,post_july_2024,High-Resolution Retinal Imaging for Advanced Analysis of Vascular Biomarkers in Aging and Cognitive Decline in UK Biobank,International Islamic University Malaysia,https://www.ukbiobank.ac.uk/projects/high-resolution-retinal-imaging-for-advanced-analysis-of-vascular-biomarkers-in-aging-and-cognitive-decline-in-uk-biobank/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|IMAGING,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
345754,2025-03-21,2025-03,post_july_2024,Unraveling the Polygenic Architecture multi-factorial contributors of Complex Diseases: A Comprehensive Omics and Multimodal Analysis,China-Japan Union Hospital of Jilin University,https://www.ukbiobank.ac.uk/projects/unraveling-the-polygenic-architecture-multi-factorial-contributors-of-complex-diseases-a-comprehensive-omics-and-multimodal-analysis/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
346418,2025-04-25,2025-04,post_july_2024,Development of medical imaging foundation model for brain and abdominal diseases,Ruijin Hospital,https://www.ukbiobank.ac.uk/projects/development-of-medical-imaging-foundation-model-for-brain-and-abdominal-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
346753,2024-11-11,2024-11,post_july_2024,The role of intestinal geometry in health and disease,The Francis Crick Institute Limited,https://www.ukbiobank.ac.uk/projects/the-role-of-intestinal-geometry-in-health-and-disease/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
347405,2024-11-25,2024-11,post_july_2024,Integrative Phenotypic and Multi-Omics Analysis of Life-Course Risk Factors for Chronic Diseases,Nanjing University,https://www.ukbiobank.ac.uk/projects/integrative-phenotypic-and-multi-omics-analysis-of-life-course-risk-factors-for-chronic-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
348061,2025-01-21,2025-01,post_july_2024,AI-Driven risk profiling of Amyotrophic Lateral Sclerosis (ALS) patient subgroups based on blood and omics biomarkers in,Accenture Global Solutions Ltd.,https://www.ukbiobank.ac.uk/projects/ai-driven-risk-profiling-of-amyotrophic-lateral-sclerosis-als-patient-subgroups-based-on-blood-and-omics-biomarkers-in/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
349052,2024-11-28,2024-11,post_july_2024,Knockoff-Based Statistics for the Identification of Putative Causal Genes in Genetic Studies,Shanghai Jiao Tong University,https://www.ukbiobank.ac.uk/projects/knockoff-based-statistics-for-the-identification-of-putative-causal-genes-in-genetic-studies/,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,C1,explicit_sequence_data_wording,whole genome sequencing / whole-genome sequence,Whole genome sequencing data,MIXED,HIGH,GENOTYPING_IMPUTATION|LINKED_HEALTH_RECORDS|PHYSICAL_MEASURES,WGS,WGS,stage3_already_rap_modalities,WGS,,,,,,,explicit WES/WGS or sequence-product evidence,stage3_already_rap_modalities=WGS,"concrete WES/WGS, sequence data, or sequence-product term in observable evidence"
349386,2024-12-11,2024-12,post_july_2024,Analysis of Long-term Health Risks: Identifying Key Factors for Chronic Diseases,Soochow University,https://www.ukbiobank.ac.uk/projects/analysis-of-long-term-health-risks-identifying-key-factors-for-chronic-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
349719,2025-06-10,2025-06,post_july_2024,Arguing with Physical Activity Data,Imperial College London,https://www.ukbiobank.ac.uk/projects/arguing-with-physical-activity-data/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
351033,2024-10-29,2024-10,post_july_2024,"Precision medicine of neurological and psychiatric diseases combining demographics, environmental, imaging, genetics, transcriptomics, proteomics, metabolomics and clinical data",Yunnan University,https://www.ukbiobank.ac.uk/projects/precision-medicine-of-neurological-and-psychiatric-diseases-combining-demographics-environmental-imaging-genetics-transcriptomics-proteomics-metabolomics-and-clinical-data/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|IMAGING,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
351363,2025-05-23,2025-05,post_july_2024,"Analysis of the UK Biobank population prevalence, penetrance and effects of short tandem repeat expansions",Queen Mary University of London,https://www.ukbiobank.ac.uk/projects/analysis-of-the-uk-biobank-population-prevalence-penetrance-and-effects-of-short-tandem-repeat-expansions/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
351718,2024-10-29,2024-10,post_july_2024,"Correlation Between Imaging parameters, Genetic and Inflammatory Markers for Diagnosis and Treatment Prognosis in Patients with Osteoarthritis and Cartilage Injury",University of Sao Paulo,https://www.ukbiobank.ac.uk/projects/correlation-between-imaging-parameters-genetic-and-inflammatory-markers-for-diagnosis-and-treatment-prognosis-in-patients-with-osteoarthritis-and-cartilage-injury/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|IMAGING,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
352035,2025-03-21,2025-03,post_july_2024,Molecular characterization of endometriosis-related comorbidities,Xiangya Hospital of Central South University,https://www.ukbiobank.ac.uk/projects/molecular-characterization-of-endometriosis-related-comorbidities/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|IMAGING,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
352687,2025-01-29,2025-01,post_july_2024,Complete association analysis of inversions and other complex genomic variants with human diseases and health related traits,Hospital del Mar Medical Research Institute,https://www.ukbiobank.ac.uk/projects/complete-association-analysis-of-inversions-and-other-complex-genomic-variants-with-human-diseases-and-health-related-traits/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
353684,2025-07-04,2025-07,post_july_2024,Multimodal Large Language Model for Medical Image Analysis: Applications in Carotid Artery Sonography and Cardiovascular Health,Hong Kong University of Science and Technology,https://www.ukbiobank.ac.uk/projects/multimodal-large-language-model-for-medical-image-analysis-applications-in-carotid-artery-sonography-and-cardiovascular-health/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,carotid ultrasound,schema27_notes,20222; 20223; 20226; 20241; 30005; 1020222; 1020223; 1020226; 1020241; 1030005; 2020222; 2020223; 2020226; 2020241; 2030005,Carotid artery ultrasound image (left); Carotid artery ultrasound image (right); Carotid artery ultrasound report; Raw carotid device data; Carotid Artery Ultrasound (MAT format); EMBARGOED UNLINKED : Carotid artery ultrasound image (left); EMBARGOED UNLINKED : Carotid artery ultrasound image (right); EMBARGOED UNLINKED : Carotid artery ultrasound report; EMBARGOED UNLINKED : Raw carotid device data; EMBARGOED UNLINKED : Carotid Artery Ultrasound (MAT format); EMBARGOED LINKED : Carotid artery ultrasound image (left); EMBARGOED LINKED : Carotid artery ultrasound image (right); ... +3 more,Carotid ultrasound,"...ultimodal foundation model that mimics how clinicians analyze medical images, focusing on carotid ultrasound imaging to predict vascular biological age and cardiovascular risk. Cardiovascular disease remains a leading cause of death globally, with early detection cru...",S3-derived application text,schema27_notes term=carotid ultrasound field_family=Carotid ultrasound,application text matched high-precision term derived from the 199 s3 Schema 1 fields
354002,2024-12-10,2024-12,post_july_2024,Novel pharmacogenomic biomarkers for drug response prediction.,Karolinska Institutet,https://www.ukbiobank.ac.uk/projects/novel-pharmacogenomic-biomarkers-for-drug-response-prediction/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|LINKED_HEALTH_RECORDS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
354369,2025-04-28,2025-04,post_july_2024,"Dietary Factors, Metabolic Profile, and Risk of Rheumatoid Arthritis",University of Leeds,https://www.ukbiobank.ac.uk/projects/dietary-factors-metabolic-profile-and-risk-of-rheumatoid-arthritis/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
354672,2025-06-03,2025-06,post_july_2024,Early menopause prediction based on genomic and clinical data.,Ariel University,https://www.ukbiobank.ac.uk/projects/early-menopause-prediction-based-on-genomic-and-clinical-data/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
354686,2024-11-14,2024-11,post_july_2024,Combined Effects of Genetic and Non-Genetic Factors on Digestive System Diseases and Risk Prediction under Different Metabolic States,University of Electronic Science and Technology of China,https://www.ukbiobank.ac.uk/projects/combined-effects-of-genetic-and-non-genetic-factors-on-digestive-system-diseases-and-risk-prediction-under-different-metabolic-states/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
354999,2024-11-01,2024-11,post_july_2024,Identification of predictors for treatment response in depression via review of UK biobank: a precision medicine approach,Mackay Memorial Hospital,https://www.ukbiobank.ac.uk/projects/identification-of-predictors-for-treatment-response-in-depression-via-review-of-uk-biobank-a-precision-medicine-approach/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,brain MRI,schema27_notes,20215; 20216; 20217; 20218; 20219; 20220; 20221; 20225; 20227; 20249; 20250; 20251; 20252; 20253; 20266; 26300; 1020215; 1020216; 1020217; 1020218; 1020219; 1020220; 1020221; 1020225; 1020227; 1020249; 1020250; 1020251; 1020252; 1020253; 1020266; 1026300; 2020215; 2020216; 2020217; 2020218; 2020219; 2020220; 2020221; 2020225; 2020227; 2020249; 2020250; 2020251; 2020252; 2020253; 2020266; 2026300,Scout images for brain scans - DICOM; T1 structural brain images - DICOM; Functional brain images - task - DICOM; Multiband diffusion brain images - DICOM; Susceptibility weighted brain images - DICOM; T2 FLAIR structural brain images - DICOM; T2/PD brain images - DICOM; Functional brain images - resting - DICOM; Functional brain images - resting - NIFTI; Functional brain images - task - NIFTI; Multiband diffusion brain images - NIFTI; Susceptibility weighted brain images - NIFTI; ... +36 more,Brain MRI/imaging,"...t factors influence treatment response in depression, and (2) to know what happens in the brain between patients with and without treatment response. Precision medicine is a promising management strategy to enhance the treatment for complex diseases, such as major...",S3-derived application text,schema27_notes term=brain MRI field_family=Brain MRI/imaging,application text matched high-precision term derived from the 199 s3 Schema 1 fields
356978,2024-10-08,2024-10,post_july_2024,The Association of TyG Index with Morbidity and Mortality of Cardiovascular Diseases.,Shunde Hospital of Southern Medical University,https://www.ukbiobank.ac.uk/projects/the-association-of-tyg-index-with-morbidity-and-mortality-of-cardiovascular-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
357304,2024-12-18,2024-12,post_july_2024,"The Impact of Parental Longevity on Brain Health and the Influence of Genetics, Iron Deposition and Physical Function",Albert Einstein College of Medicine,https://www.ukbiobank.ac.uk/projects/the-impact-of-parental-longevity-on-brain-health-and-the-influence-of-genetics-iron-deposition-and-physical-function/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
357633,2025-02-04,2025-02,post_july_2024,Identification of novel drug targets and biomarkers for chronic and immune diseases,"Changchun GeneScience Pharmaceutical Co., Ltd.",https://www.ukbiobank.ac.uk/projects/identification-of-novel-drug-targets-and-biomarkers-for-chronic-and-immune-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
357646,2025-01-09,2025-01,post_july_2024,Understanding the role of genetics and lifestyle factors in the development of cardiomyopathy and heart failure.,University of Sydney,https://www.ukbiobank.ac.uk/projects/understanding-the-role-of-genetics-and-lifestyle-factors-in-the-development-of-cardiomyopathy-and-heart-failure/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,ENVIRONMENT_GEOSPATIAL|IMAGING|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
358299,2024-10-28,2024-10,post_july_2024,Amyloid and tau status prediction with clinical and cognitive data: An explainable machine learning approach.,Federal University of Rio Grande do Sul,https://www.ukbiobank.ac.uk/projects/amyloid-and-tau-status-prediction-with-clinical-and-cognitive-data-an-explainable-machine-learning-approach/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
